9,1,7,4,6,8,3,2,5
1,9,2,8,5,7,4,3,6
2,3,5,9,4,6,1,8,7
3,4,1,2,7,5,6,9,8
4,5,8,3,1,2,7,6,9
5,6,3,7,9,1,8,4,2
6,2,4,5,8,3,9,7,1
7,8,9,6,2,4,5,1,3
