5,2,3,8,9,7,4,6,1
6,3,4,9,1,8,5,7,2
7,4,5,1,2,9,6,8,3
8,5,6,2,3,1,7,9,4
9,6,7,3,4,2,8,1,5
1,7,8,4,5,3,9,2,6
2,8,9,5,6,4,1,3,7
