1,2,4,6,3,7,8,5
2,3,5,7,4,8,1,6
3,4,6,8,5,1,2,7
4,5,7,1,6,2,3,8
5,6,8,2,7,3,4,1
6,7,1,3,8,4,5,2
7,8,2,4,1,5,6,3
