1,3,6,2,4,9,7,8,5
2,4,7,3,5,1,8,9,6
3,5,8,4,6,2,9,1,7
4,6,9,5,7,3,1,2,8
5,7,1,6,8,4,2,3,9
6,8,2,7,9,5,3,4,1
7,9,3,8,1,6,4,5,2
