3,6,8,1,9,5,4,7,2
4,7,9,8,1,6,2,5,3
8,5,1,9,2,7,3,6,4
6,9,2,7,3,8,1,4,5
7,1,3,2,4,9,5,8,6
2,8,4,3,5,1,6,9,7
9,3,5,4,6,2,7,1,8
1,4,6,5,7,3,8,2,9
