7,2,6,4,5,3,1,8
8,7,3,5,6,4,2,1
1,4,8,6,7,5,3,2
2,5,1,7,8,6,4,3
3,6,2,8,1,7,5,4
4,3,7,1,2,8,6,5
5,8,4,2,3,1,7,6
