6,3,8,4,5,9,7,1,2
7,4,9,5,6,1,8,2,3
8,5,1,6,7,2,9,3,4
9,6,2,7,8,3,1,4,5
1,7,3,8,9,4,2,5,6
2,8,4,9,1,5,3,6,7
3,9,5,1,2,6,4,7,8
4,1,6,2,3,7,5,8,9
5,2,7,3,4,8,6,9,1
