8,2,3,1,6,5,7,4,9
9,3,4,2,7,6,8,5,1
1,4,5,3,8,7,9,6,2
2,5,6,4,9,8,1,7,3
3,6,7,5,1,9,2,8,4
4,7,8,6,2,1,3,9,5
5,8,9,7,3,2,4,1,6
6,9,1,8,4,3,5,2,7
