6,1,8,4,7,5,3,2
7,2,1,5,8,6,4,3
8,3,2,6,1,7,5,4
1,4,3,7,2,8,6,5
2,5,4,8,3,1,7,6
3,6,5,1,4,2,8,7
4,7,6,2,5,3,1,8
5,8,7,3,6,4,2,1
