8,1,9,4,7,5,3,6,2
9,2,1,5,8,6,4,7,3
1,3,2,6,9,7,5,8,4
2,4,3,7,1,8,6,9,5
3,5,4,8,2,9,7,1,6
4,6,5,9,3,1,8,2,7
5,7,6,1,4,2,9,3,8
