1,4,3,9,5,7,8,6,2
2,5,4,1,6,8,9,7,3
3,6,5,2,7,9,1,8,4
4,7,6,3,8,1,2,9,5
5,8,7,4,9,2,3,1,6
6,9,8,5,1,3,4,2,7
7,1,9,6,2,4,5,3,8
8,2,1,7,3,5,6,4,9
9,3,2,8,4,6,7,5,1
