5,1,3,9,4,6,7,8,2
6,2,4,1,5,7,8,9,3
7,3,5,2,6,8,9,1,4
8,4,6,3,7,9,1,2,5
9,5,7,4,8,1,2,3,6
1,6,8,5,9,2,3,4,7
2,7,9,6,1,3,4,5,8
3,8,1,7,2,4,5,6,9
