5,9,7,8,1,3,6,4,2
6,7,3,4,9,1,2,8,5
4,1,6,9,2,5,3,7,8
2,3,9,6,8,4,5,1,7
3,8,2,1,4,7,9,5,6
7,2,4,5,3,6,8,9,1
